,Tweet,Type
3837,She doesnt like David Tennant era Doctor Who   <hashtag> ,1.0
3838,Robots will take your job SOON And that goes for doctors lawyers  nearly everyone WATCH <link> ,0.0
3839,Let me just whip up this artwork quick because this song is   <username>  X  <username>   <link> ,0.0
3840,I dont think theres anything I hate more then when friends think its okay to talk poorly ab one another  see nothing wrong w it,0.0
3841,Thank you  <username>  for the gorgeous dress I felt like Bianca Jagger partying at  <hashtag> 54 in it Fit like a  <link> ,0.0
3842,getting da shirts pressed up  <username>   <hashtag>  32L  <hashtag> Up,0.0
3843,Drake tell girls stuff like you finer than yo fine cousin and wonder why he always having relationship problems,0.0
3844,Watch The Debate With Us Chat in our forum or on Twitter live on  <link>    <link>   <link> ,1.0
3845,New Mexico Legislature provides spending recommendations  <link>   <link> ,1.0
3846,Stolen dog returned to East Bay SPCA   <hashtag> ,1.0
3847,Victim killed in Wichita identified as 35yearold man  <link>   <hashtag> ,1.0
3848,TFW you find a single potato chip for sale on eBay <hashtag>   <link>  <link> ,0.0
3849, <username>  and  <username>  are my favorite feat combo foreverrrrrr  <hashtag> ,0.0
3850,Rarely Seen Photos of Japanese Internment via  <username>   <link> ,1.0
3851,At the tune of 75000 as reported,0.0
3852, <hashtag>  I dont love you  But for 5 I will love you And for 6 I wont make it creepy 8 and Ill leave your house,1.0
3853,When she asks Where do you see us going <link> ,0.0
3854, <username>  may be we can send several millions back Spain,1.0
3855, <hashtag>  they think our planet is flat,1.0
3856,Eli Lake Comey is now the most powerful person in Washington  The Salt Lake Tribune  <link> ,1.0
3857,Nightandday difference in Bryce Pettys growthJust watching film Im seeing things  <link>  <link> ,0.0
3858,Open bars   <hashtag> ,1.0
3859,RT if you have the STRENGTH to endure  <link> ,0.0
3860, <hashtag>  seeks to empower  <hashtag>   <hashtag>  he was silent when Iranian people needed support he pleases Supreme Leader  <link> ,1.0
3861, <username>  when you noscoped me on elbow I cringed so hard That pretty much won you guys that game You guys had snipe for a while after that,0.0
3862,ugh Im so sad I made an 85 on my algebra test I just two points on my overall grade to have an A,0.0
3863,THE SAAAAAAVVVVAAAAAGGGEE  <username>  at prom,0.0
3864, <hashtag>   <hashtag>   <hashtag>   Kygo feat Conrad  Firestone   <hashtag>   <hashtag>   <hashtag> ,0.0
3865, <hashtag>  Traitor McCain Happily Stood on Stage With AntiSemitic NEO NAZIS  <link>   <link> ,1.0
3866,The real act of marriage takes place in the heart not in the ballroom or church or synagogue  Barbara de Angelis,1.0
3867,Jojo Tillmann goes all white with GLP X4 atom for Lena Club Tour   <link>  <link> ,0.0
3868,Thats so awesome You should post the video <link> ,0.0
3869,Dont judge me by my past I dont live there anymore  Petteri Tarkkonen  <hashtag> ,0.0
3870,Officials SaudiLed Air Raids Kill at Least 20 in Yemen  <link> ,1.0
3871,Need some good indie songs to listen to gt  <link> ,1.0
3872, <username>  Barbados policies cause concern for doctors  <link> ,1.0
3873,Cory Booker responds to Trump I love you Donald  <link>   <hashtag>    <link>   <link> ,1.0
3874,Kristens Interview in Personal Shopper PressKit  <link>  <link> ,0.0
3875,UK Labour  <link>  Andy Burnham addresses the Police Federation conference  <hashtag> ,0.0
3876,Im back on  <username>  with  <username>   <username>  and  <username>  from 69am  <username>    <link> ,1.0
3877,i hate when ppl think im mad at them i promise ion be worried about yall,0.0
3878,ooh youre right,0.0
3879,Watch This Florida Deputy Brave Hurricane Irma to Save American Flag   <link> ,1.0
3880, <hashtag>  Obamacare repeal to boost 10year US deficit by 353 billion congressional forecasters,1.0
3881,Law Tactical AR15 Folding Stock Adapter  TruthNation  <link> ,1.0
3882,RT brunelldonald These are the trials through which we triumph by the power of him who loved us Romans837 God l  <link> ,1.0
3883,I have no drive when it comes to getting women they either like me or dont and if you like me and running I wont ever catch you,0.0
3884,African Migrants Nurse Dreams of a Better Life  <link> ,1.0
3885,NICKI LIKED THIS  <link> ,0.0
3886,Miley com Jorge Bernal e Arnold Schwarzenegger  <link> ,0.0
3887,What a  <link> ,0.0
3888,Check out some of my work  <link>   <link> ,1.0
3889,Cant force shit,0.0
3890,WOW A disgusting and horryfying illustration of  <hashtag>  in  <hashtag>   <hashtag>   <hashtag>   <hashtag>    <link>   <link> ,1.0
3891,Koreans must be feeling emo tonight I understand  <link> ,0.0
3892,Where is the fun in setting realistic goals,0.0
3893,D its hard enough to wait for it josh Why must you taunt us,0.0
3894,How we can rebuild trust in a UK divided by inequality and suspicion  <link> ,1.0
3895,ha moonlight a24 barry jenkins chiron ashton sanders  <link>   <link> ,1.0
3896,Veteran arrested at  <hashtag>  As Corpus Christi drinking water is poisoned  <hashtag>  continues to build  <hashtag>   <hashtag>   <link> ,1.0
3897,Mom recreates joyful kindergarten photo with daughter at high school graduation   <link> ,1.0
3898, <username>  happy birthday,0.0
3899,morning,0.0
3900,Harvey Price just dropped the Cbomb on Loose Women  <link> ,0.0
3901,true,0.0
3902,Vehicle fire snarls traffic on George Washington Bridge,1.0
3903,How Puerto Ricos vote on Sunday could change the future of America forever  <link>   <link> ,1.0
3904,Goodmorning mentions,0.0
3905,It is this,0.0
3906, <link>  also  <link>  shows a lot of Desmos features,0.0
3907,Tata fought against white dominationagainst Black dominationThen EFF comes promotes black domination  <link> ,0.0
3908, <username>  Great parenting what can I say,1.0
3909,Romney A vote for Kasich helps Trumpism   <hashtag> ,1.0
3910,Matt Barnes  On Fighting Fisher  Kaepernick  Ill F Em Both Up Hes got no love for either man  so  <link> ,0.0
3911, <hashtag>  Locals in the pros Joc Pederson to find plenty of support at ATT Park,1.0
3912,Police Whale spotted swimming in New York Citys East River  <link>   <link> ,1.0
3913,hi grandma can u come pick me up from my rap battle its over no i lost he saw u drop me off  did a pretty devastating rhyme about it,0.0
3914,Congress approval DROPS to10 Only 6 of Americans believe Dems Fake Russia Scam unpunished crimes of Obama Hil  <link> ,1.0
3915,Trump didnt come because of Megan Kelly She must be at every  <hashtag>   <link> ,1.0
3916,Only slaneeshis ones I mean hey even sister of battle deserve some fun mate,0.0
3917,So good to meet you  <username>  thanks for stopping to take a pic  <link> ,0.0
3918,I almost ran over someone today in the student parking lot,0.0
3919,The Nuclear Code Computer process says NO thats not how it works  <hashtag>    <hashtag>   <hashtag>   <hashtag>   <link> ,1.0
3920,NCAA Tournament Complete Second Round Schedule  <link>   <link> ,1.0
3921,thanks alot sir I truly enjoyed it Keep it upInfact I just showed the story to another schoolmate that knows YomiWe all love it,0.0
3922,The liberal media would have you believe anyone whos had a glass of russian vodka is automatically pals with Putin What a joke  <link> ,1.0
3923,TheYoungTurks ANOTHER Journalist Targeted By Corrupt Oil Police  <hashtag>   <link> ,1.0
3924, <hashtag>  I decided I deserve a promotion ,1.0
3925,Exclusive SWIFT network says aware of multiple cyber fraud incidents   <hashtag> ,1.0
3926,takes a leap of faithlands on a banana peel,0.0
3927,These duck tacos are zingy enough to put some pep in your step Come on in  <link> ,0.0
3928,Never Forget Trayvon  <hashtag>   <hashtag>   <hashtag>   <hashtag>   <hashtag>   <hashtag>   <hashtag>   <hashtag>   <link> ,1.0
3929,I can hide the novelty jumper away now the relatives have gone  <hashtag> ,1.0
3930,How to watch KentuckyNorth Carolina in NCAA Tournament  <link>   <link> ,1.0
3931, <hashtag>  Prez foreign authorities tipped them off Islamic ISIS in  <hashtag>  no indication planned attack at this time  <link> ,1.0
3932,everyone would rather you be out here looking dumb instead of telling you the truth,0.0
3933,Cop and a Half Baked  <hashtag>   <username> ,1.0
3934,My heart  <link> ,0.0
3935,That old gag  <username> ,0.0
3936,Smiling even in a bad mood can immediately improve your mood because these muscles are enough to trigger happy chemicals in the brain,0.0
3937,Just got back from a sushi lunch to find that  <username>  is following me  Thanks for the salmon and the follow,0.0
3938,Every death is a sad death but the first time Sammy left Earth was unexpected and  <link> ,0.0
3939,RT EnglishTommy1 If you go on Facebook and Twitter to complain about Islamization then there is NO reason why you cant get on the street,1.0
3940,Taeyeon I  Loverespect yourself Tiffany IJWD  Enjoy we u like let worries disappearJessica Fly  U can do anything be strong,0.0
3941,Adam Schiffs Birthday Wish to Obama Went Hilariously WRONG  <link>   <link> ,1.0
3942,They asked Tiffany to recommend a must have fashion item she said knee pads  <link> ,0.0
3943,The difference between Republicans and Democrats in one chart  <link> ,1.0
3944,Wow fans of Agent Carter are annoying,0.0
3945,City bus fatally strikes woman in Financial District  <link> ,1.0
3946,idk about sooyoung bec is she is way too gorg maybe I can understand the slight resemblance to jimin BUT DAS IT,0.0
3947,Sweden government covering up immigrant rape amp crime  Ami Horowitz   <hashtag>   <hashtag>   <link> ,1.0
3948,Not even 5 min have passed and i want to go home,0.0
3949, <hashtag> 3Words Valentine related Hashtags,1.0
3950,we wacha spoilers some of us didnt watch it yet,0.0
3951,Do not pray for an easy life Pray for strength to endure a difficult one  Pray for President Donald Trump to help him heal our nation  <link> ,1.0
3952,Top 10 Anime  <link> ,0.0
3953,Royals unveil 3D  <hashtag>  billboard in KC  <link>   <hashtag> ,1.0
3954,Google reveals 77 of its online traffic is encrypted   <hashtag> ,1.0
3955,Dear DiarytingDis curve mi head no stop Ri Ri say it make me luk tugga Isa six ting you never  <link> ,0.0
3956, <username>  Thank you,1.0
3957,Horrific damage as deadly storms tornadoes sweep across US  <link>   <link> ,1.0
3958,An Updated real time Interpretation  69  <hashtag>  Things You Need To Know Please Retweet  <link> ,0.0
3959, <hashtag>  forces stand next to the liberated sugar factory near  <hashtag>  international airport  <link> ,1.0
3960,Some people are Like Cockroaches they dont hurt you but youll never feel comfortable in their existence,0.0
3961,Womens contributions to TimorLestes independence struggle  postconflict recovery are now recognized  <link>  1325at15,0.0
3962,Getting to the point in the school year where Im having a mental break down everyday,0.0
3963,Join  <username> s National Real Estate Day Twitter chat TODAY from 12 to 1PM EST  <hashtag> ,0.0
3964,OrganicLiveFood Weve gone from 10000 kids w  <hashtag>  to 1 in 88 yet  <hashtag>  approves new series of  <hashtag>  based   <link> ,0.0
3965,THAT WAS SO FUCKINF CINEMATIC IT LOOKED LIKE A MOVIE,0.0
3966,I will be respecting Trump just like all you racist haters respected President Obama and you sexist pigs respected Hillary  <hashtag> ,1.0
3967,Police detective tops Bostons payroll with a total of over 403000  <link>   <link> ,1.0
3968,Happy broken board birthday to South African shredder Micheal February   <username>  from  <username>  <link> ,0.0
3969,Hey I need you,0.0
3970,I got the crownyou can cav cav mababeza I got the crowd screaming cav cav Chad is better,0.0
3971, <username>   <username>  Fox News Breitbart Drudge,1.0
3972,Michigan lawmakers debate how to regulate car services   <hashtag> ,1.0
3973,cashier how are ume goodcomes back 3 hours lateri lied Sharon ive got depression,0.0
3974,MT  <username>  Please Press yes to RecycleCongress   <hashtag>   <hashtag>   <hashtag>   <link> ,1.0
3975, <hashtag>  Blue Shield lifts the veil on executive pay,1.0
3976, <hashtag>  all potential boyfriends must have a good credit score,1.0
3977,LEGIT CRYING,0.0
3978,So proud of this new piece,0.0
3979,So unfortunate that kids risk their future for this craziness Cam and Hootie will hopefully learn a valuable lesson Gonna cost them both,0.0
3980,Sending very  <hashtag>  birthday wishes to  <username>  today,1.0
3981,Ghost Rider burns S4 of Marvels Agents of SHIELD at NYCC  <link> ,1.0
3982,Two killed in Darien crash on New Years Day  <link> ,1.0
3983,End garde The end of the dueling era in New Orleans City Park  <link>   <link> ,1.0
3984,  <username>  has spotted Earthsize planets around a nearby star some of which could harbour water and possibly life  <link>   <link> ,1.0
3985,Success is never final and failure is never fatal Its courage that counts,1.0
3986,US is reducing dependence on fossil fuels even without Paris climate agreement  <link>   <link> ,1.0
3987, <hashtag>  rename Oval Office to the Gold Plated office  <link> ,1.0
3988,Yeah but if you WERE single would you fancy meYeah okay whatever you want Jose <link> ,0.0
3989,Sarah Huckabee Shares AMAZING Photos of Trump at Houston Relief Center   <link> ,1.0
3990, <hashtag>  their lives are over if they dont get a cookie when they beg If only they knew how rough life is as an adult,1.0
3991, <hashtag>   <hashtag>  Recently Qualified HGV or 75T Driver Tamworth 75tHGV Recently Qualified as  <link>   <hashtag> ,0.0
3992, <username>  check DM when you are free guys <3,0.0
3993, <username>  Will you be releasing your 2016 NFL WL Predictions soon  Always a good read to see how accurate your predictions are,0.0
3994,Without exploitation of working class capitalism cannot survive for a day Exploitation of WC is the main stay of capitalist syssociety,0.0
3995,The Difference between the 2012 Deregulation and 2016 Liberalisation  <link> ,0.0
3996,Sheriffs deputy donates kidney to fellow officer  <link>   <link> ,1.0
3997,Want a Free iPhone7 just click the link in my bio  <link> ,1.0
3998,Washington justice to feds Keep immigration agents away  <link>   <link> ,1.0
3999,  <hashtag>   Unless youre Donald Trump and running for president Donald Trump has consistently cour  <link> ,0.0
